Title,PositiveReview,NegativeReview,Score,GuestName,GuestCountry,RoomType,NumberOfNights,VisitDate,GroupType,PropertyResponse,cleaned_positive,cleaned_negative,sentiment,polarity_positive,polarity_negative,visit_month,visit_year
"Wonderful


Wonderful",Super clean modern room and bathroom with balcony. Wonderful air conditioning that also stays on when you leave the room or open the balcony door.,The street on which the hotel is located.,9.0,Erwin,Netherlands,Double Room with Balcony,1 night,2021-07-01,Couple,"thank you so much for your nice comments; we were happy welcoming you at the hotel; the street on which the hotel is located is very calm , at the same time, it is not far from the amazing nightlife of Makenzie.",super clean modern room bathroom balconi wonder air condit also stay leav room open balconi door,street hotel locat,positive,0.22499999999999998,0.0,7,2021
"Very Good


Very Good","Very friendly and helpful staff, walking distance to the beach with several restaurants.",,8.0,Thomas,Switzerland,Family Suite with Balcony,7 nights,2021-07-01,Family,thank you so much for your nice comments ; we were happy welcoming you at the hotel; hope to see you again.,friendli help staff walk distanc beach sever restaur,,positive,0.0,0.0,7,2021
"Exceptional


Exceptional","Clean, nice atmosphere, helpful people",Nice staff,10.0,Justynek,Poland,Double Room with Balcony,9 nights,2021-07-01,Family,thank you so much for your nice comments and for the great score; we were happy welcoming you at the hotel; we are always available to serve our guests; hope to see you again.,clean nice atmospher help peopl,nice staff,positive,0.48333333333333334,0.6,7,2021
"Wonderful


Wonderful","Super polite and helpful staff, clean comfortable room with good new furniture, delicious breakfast on the veranda. Walking distance to Makenzie beach. In the absence of a car, it is very easy to get here by bus from the airport. If you are worried about the proximity of the airport, then during the entire stay we did not notice the noise and did not experience any discomfort because of this.",Shower water often overflowed into the bathroom. Drain is not working well.,9.0,Sergey,Russia,Double Room with Balcony,3 nights,2021-07-01,Couple,"Thank you so much for your nice and details comments;  we took note of the drain in the toilet, we clean them regularly as sometimes they are blocked from the sand.",super polit help staff clean comfort room good new furnitur delici breakfast veranda walk distanc makenzi beach absenc car easi get bu airport worri proxim airport entir stay notic nois experi discomfort,shower water often overflow bathroom drain work well,positive,0.38409090909090904,0.0,7,2021
"Exceptional


Exceptional",It was simple and beautiful.,There were no TV channels,10.0,Mahmut,Turkey,Standard Triple Room,1 night,2021-07-01,Solo traveler,"Thank you so much  for the great score; the TV was newly installed, and now we acquired new channels. hope to see you again.",simpl beauti,tv channel,positive,0.0,0.0,7,2021
"Exceptional


Exceptional",Very friendly and courteous staff. Clean and chic furnishings.,,10.0,Jan,Germany,Double Room with Balcony,7 nights,2021-07-01,Couple,"Thank you very much, we were happy having you our guest; hope to see you again",friendli courteou staff clean chic furnish,,positive,0.3666666666666667,0.0,7,2021
"Wonderful


Wonderful",Extremely thick bedding for the weather,Constructive attitude of the staff.,9.0,Emil,Hungary,Standard Triple Room,4 nights,2021-07-01,Family,"Thank you for your nice comments- Regarding the bedding, we had another option of bedding more light, we are sorry, we wished we knew during your stay, we would provide you the other one.",extrem thick bed weather,construct attitud staff,positive,-0.3,0.0,7,2021
"Great hotel for airplane fans


Great hotel for airplane fans",Everything is great. Mackenzie is 5 minutes walk. The hotel is very conveniently located. Friendly staff. Everything is great. The room is clean. The pressure of the ox is excellent. Bed is comfortable,Can be noisy from discos on Mackenzie,10.0,Fedor,Russia,Double Room with Balcony,1 night,2021-07-01,Group,thank you for your nice and detailed comments; much appreciated; hope to see you another time,everyth great mackenzi minut walk hotel conveni locat friendli staff everyth great room clean pressur ox excel bed comfort,noisi disco mackenzi,positive,0.6555555555555556,0.0,7,2021
"Exceptional


Exceptional","Great option for if you arrive at Larnaca airport, close, very clean. It is possible with animals. Everyone at the hotel was very friendly, tried to help and explain.",To restaurants and the beach go through an intensive road.,10.0,Александр,Russia,Two-Bedroom Suite,1 night,2021-07-01,Family,thank you for your nice comments; we are glad you like your stay at our hotel; hope to see again,great option arriv larnaca airport close clean possibl anim everyon hotel friendli tri help explain,restaur beach go intens road,positive,0.5833333333333334,0.0,7,2021
"Best, Best, Best! The best of what you can choose in Cyprus. Family hotel, caring staff, perfect cleanliness


Best, Best, Best! The best of what you can choose in Cyprus. Family hotel, caring staff, perfect cleanliness",Everything. The best that can be. Best place ever!,,10.0,Kirill,Ukraine,Double Room with Balcony,4 nights,2021-06-01,Couple,"thank you thank you thank you , we are so happy having you as our guests, your stay was amazing, congratulations again for your marriage, wishing you all the best; hope to see you another time.",everyth best best place ever,,positive,1.0,0.0,6,2021
"An excellent hotel and extremely kind owners


An excellent hotel and extremely kind owners",This hotel is very very clean very well equipped excellent breakfast. The managers are extremely nice and helpful. I highly recommend this hotel to anyone who wants to have a pleasant stay.,Nothing everything is perfect,10.0,Raphael,France,Double Room with Balcony,1 night,2021-06-01,Solo traveler,Thank you very much for your comments; we are delighted to receive you and make your acquaintance; we hope to see you later.,hotel clean well equip excel breakfast manag extrem nice help highli recommend hotel anyon want pleasant stay,noth everyth perfect,positive,0.5666666666666668,1.0,6,2021
"Very Good


Very Good","Location: close to airport and beach. Newly refurbished hotel, rooms with balconies and clean.","Proximity to the airport has its own nuances: the noise of planes taking off and the smell of jet fuel are very audible. Near the beach at night there is a disco, which also makes it very difficult to sleep.",8.0,Anna,Ukraine,Double Room with Balcony,1 night,2021-06-01,Couple,"thank you for your nice comments- we are sorry for the noise from the planes and from the beach; maybe the windows were not fully locked in the room. hope to see you another time, we will make sure to provide you a more comfortable stay.",locat close airport beach newli refurbish hotel room balconi clean,proxim airport nuanc nois plane take smell jet fuel audibl near beach night disco also make difficult sleep,positive,0.3666666666666667,-0.2,6,2021
"Great hotel


Great hotel",Everything was great!,,10.0,Elenasugurova,Ukraine,Double Room with Balcony,1 night,2021-06-01,Solo traveler,Thank you very much for your nice comment and score; hope to welcome you another time,everyth great,,positive,0.8,0.0,6,2021
"If you flew to Larnaca at night, stay at La veranda hotel.


If you flew to Larnaca at night, stay at La veranda hotel.","Very welcoming and friendly staff. Everything is clean, white, freshly renovated. Near Mackenzie beach, airport, salt lake.",Everything is fine,10.0,Zoia,Ukraine,Double Room with Balcony,1 night,2021-06-01,Family,thank you very much for your kind comments and score; hope to see you another time.,welcom friendli staff everyth clean white freshli renov near mackenzi beach airport salt lake,everyth fine,positive,0.15555555555555556,0.4166666666666667,6,2021
"Very Good


Very Good",Staff. Everything in the hotel is new. Located close to the waterfront. The staff is very friendly. Very clean.,"You can see that the hotel is young. Not everything is perfect yet, but the staff does everything possible to compensate for all inconveniences.",8.0,Алексей,Ukraine,Family Suite with Balcony,1 night,2021-06-01,Group,thank you very much for your kind comments; hope to see you another time; as you mentioned in your comments that we are trying to do our best in order to make our guests comfortable.,staff everyth hotel new locat close waterfront staff friendli clean,see hotel young everyth perfect yet staff everyth possibl compens inconveni,positive,0.2515151515151515,0.55,6,2021
"Exceptional


Exceptional","Great hotel, everything is new and clean. Friendly and welcoming staff. The hotel is close to the airport, convenient for a short stay. Near the sea, promenade and several excellent restaurants. Highly recommend!",,10.0,Yuliya,Ukraine,Double Room with Balcony,1 night,2021-06-01,Family,thank you very much for your kind comments; we are happy you had a great time; hope to see you again,great hotel everyth new clean friendli welcom staff hotel close airport conveni short stay near sea promenad sever excel restaur highli recommend,,positive,0.28060606060606064,0.0,6,2021
"VERY NICE HOTEL AND VERY GOOD STAFF.


VERY NICE HOTEL AND VERY GOOD STAFF.","LOCATION CLOSE TO EVERYTHING. ALYKI BEACH CLUB, RESTAURANTS, CAFÉS. BREAKFAST WONDERFUL.",WE HAVE ALREADY TALKED TO THE STAFF THEY ARE PREPARING A LOT. POOL. Play room. Roof garden.,10.0,Costea,Cyprus,Double Room with Balcony,2 nights,2021-06-01,Family,thank you very much for your kind comments; we are happy you enjoyed your stay; we were happy to serve you; hope to see you again,locat close everyth alyki beach club restaur café breakfast wonder,alreadi talk staff prepar lot pool play room roof garden,positive,0.0,0.0,6,2021
"Highly recommended with good value for money.


Highly recommended with good value for money.","Mackenzie Beach is super easy to reach, but not too close to be disturbed by the parties there at night.
Very friendly and helpful hotel staff.",,9.0,Paul,Germany,Double Room with Balcony,2 nights,2021-06-01,Solo traveler,thank you very much for your nice review; we hope to see you again,mackenzi beach super easi reach close disturb parti night friendli help hotel staff,,positive,0.3333333333333333,0.0,6,2021
"Exceptional


Exceptional",Close to the beach. Own. Pleasant breakfast. Quality Eco Hotel.,Excellent value for money! Nothing to say 🙂,10.0,Gerard,Belgium,Double Room with Balcony,1 night,2021-06-01,Solo traveler,thank you very much for your kind comments; we are happy you enjoyed your stay; we were happy to serve you; hope to see you again,close beach pleasant breakfast qualiti eco hotel,excel valu money noth say,positive,0.7333333333333334,0.0,6,2021
